"DistrictNumber",District,"CampusNumber",Campus,Region,County,"SchoolType","GradesServed","AlternativeEducationAccountability",Charter,"Number ofStudents","%EconomicallyDisadvantaged","% EB/ELStudents","OverallRating","OverallScore","StudentAchievementRating","StudentAchievementScore","SchoolProgressRating","SchoolProgressScore","AcademicGrowthRating","AcademicGrowthScore","RelativePerformanceRating","RelativePerformanceScore","Closingthe Gaps Rating","Closingthe Gaps Score","SupportLabel","PublicEducationGrant","DistinctionELA/Reading","DistinctionMathematics","DistinctionScience","DistinctionSoc Studies","DistinctionProgress","DistinctionClosing the Gaps","DistinctionPostsecondaryReadiness","US CongressDistrict","US CongressElection District","TX HouseDistrict","TX HouseElection District","TX SenateDistrict","TX SenateElection District","Campus EnrollmentType"
003907,CENTRAL ISD,,,REGION 07: KILGORE,ANGELINA,District,,No,No,"1,451",56.4%,5.0%,A,90,B,89,A,91,C,79,A,91,B,86,,,,,,,,,Not Earned,,,,,,,
003907,CENTRAL ISD,003907001,CENTRAL H S,REGION 07: KILGORE,ANGELINA,High School,09 - 12,No,No,379,50.9%,2.4%,B,85,B,88,B,87,Not Rated: Senate Bill 1365,55,B,87,C,78,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,001,017,057,009,003,003,ZONED SCHOOL-TRANSFERS ACCEPTED
003907,CENTRAL ISD,003907004,STUBBLEFIELD LRN CTR,REGION 07: KILGORE,ANGELINA,High School,09 - 12,Yes,No,8,75.0%,0.0%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,,,,,,,,,,001,017,057,009,003,003,ZONED SCHOOL-TRANSFERS ACCEPTED
003907,CENTRAL ISD,003907041,CENTRAL J H,REGION 07: KILGORE,ANGELINA,Middle School,05 - 08,No,No,437,56.8%,3.4%,B,81,B,80,B,82,C,79,B,82,C,78,,,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,Earned,001,017,057,009,003,003,ZONED SCHOOL-TRANSFERS ACCEPTED
003907,CENTRAL ISD,003907102,CENTRAL EL,REGION 07: KILGORE,ANGELINA,Elementary,EE - 04,No,No,627,59.3%,7.8%,B,84,C,76,B,86,B,86,C,77,C,79,,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,001,017,057,009,003,003,ZONED SCHOOL-TRANSFERS ACCEPTED
004901,ARANSAS COUNTY ISD,,,REGION 02: CORPUS CHRISTI,ARANSAS,District,,No,No,"3,005",66.9%,5.0%,B,84,B,81,B,89,B,80,B,89,C,72,,,,,,,,,Not Earned,,,,,,,
004901,ARANSAS COUNTY ISD,004901001,ROCKPORT-FULTON H S,REGION 02: CORPUS CHRISTI,ARANSAS,High School,09 - 12,No,No,930,59.0%,3.4%,B,81,B,82,B,85,C,78,B,85,C,72,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,027,027,030,032,018,018,ZONED SCHOOL-TRANSFERS ACCEPTED
004901,ARANSAS COUNTY ISD,004901041,ROCKPORT-FULTON MIDDLE,REGION 02: CORPUS CHRISTI,ARANSAS,Middle School,06 - 08,No,No,723,59.5%,4.1%,C,77,C,71,C,79,C,79,Not Rated: Senate Bill 1365,69,C,73,Targeted Support,,Not Earned,Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,027,027,030,032,018,018,ZONED SCHOOL-TRANSFERS ACCEPTED
004901,ARANSAS COUNTY ISD,004901101,FULTON LEARNING CENTER,REGION 02: CORPUS CHRISTI,ARANSAS,Elementary,03 - 05,No,No,639,73.4%,6.3%,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,62,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,62,Not Rated: Senate Bill 1365,63,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,027,027,030,032,018,018,ZONED SCHOOL-TRANSFERS ACCEPTED
004901,ARANSAS COUNTY ISD,004901103,LIVE OAK LEARNING CENTER,REGION 02: CORPUS CHRISTI,ARANSAS,Elementary,EE - 02,No,No,713,78.7%,6.7%,Not Rated: Senate Bill 1365,67,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,,,,,,,,,,027,027,030,032,018,018,ZONED SCHOOL-TRANSFERS ACCEPTED
005901,ARCHER CITY ISD,,,REGION 09: WICHITA FALLS,ARCHER,District,,No,No,506,41.1%,2.2%,A,91,A,92,A,90,A,90,A,90,B,88,,,,,,,,,Earned,,,,,,,
005901,ARCHER CITY ISD,005901001,ARCHER CITY H S,REGION 09: WICHITA FALLS,ARCHER,High School,07 - 12,No,No,229,38.0%,0.9%,A,90,A,92,B,82,C,79,B,82,B,85,,,Earned,Not Earned,Earned,Earned,Not Earned,Not Earned,Earned,013,013,069,069,030,030,ZONED SCHOOL-TRANSFERS ACCEPTED
005901,ARCHER CITY ISD,005901101,ARCHER CITY EL,REGION 09: WICHITA FALLS,ARCHER,Elementary,PK - 06,No,No,277,43.7%,3.2%,A,96,A,94,A,93,A,91,A,93,A,100,,,Earned,Earned,Earned,,Earned,Earned,Earned,013,013,069,069,030,030,ZONED SCHOOL-TRANSFERS ACCEPTED
005902,HOLLIDAY ISD,,,REGION 09: WICHITA FALLS,ARCHER,District,,No,No,"1,126",24.7%,0.5%,A,94,A,94,A,90,A,90,B,85,A,94,,,,,,,,,Not Earned,,,,,,,
005902,HOLLIDAY ISD,005902001,HOLLIDAY H S,REGION 09: WICHITA FALLS,ARCHER,High School,09 - 12,No,No,340,18.8%,0.0%,A,96,A,94,B,80,C,70,B,80,A,100,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Not Earned,013,013,069,069,030,030,ZONED SCHOOL-TRANSFERS ACCEPTED
005902,HOLLIDAY ISD,005902041,HOLLIDAY MIDDLE,REGION 09: WICHITA FALLS,ARCHER,Middle School,06 - 08,No,No,276,21.7%,0.0%,B,88,A,90,B,86,B,86,C,74,B,84,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,013,013,069,069,030,030,ZONED SCHOOL-TRANSFERS ACCEPTED
005902,HOLLIDAY ISD,005902101,HOLLIDAY EL,REGION 09: WICHITA FALLS,ARCHER,Elementary,PK - 05,No,No,510,30.2%,1.2%,A,94,B,88,A,92,A,92,C,75,A,98,,,Not Earned,Earned,Not Earned,,Earned,Earned,Not Earned,013,013,069,069,030,030,ZONED SCHOOL-TRANSFERS ACCEPTED
005904,WINDTHORST ISD,,,REGION 09: WICHITA FALLS,ARCHER,District,,No,No,530,30.0%,5.7%,A,95,A,93,A,91,A,91,B,84,A,100,,,,,,,,,Not Earned,,,,,,,
005904,WINDTHORST ISD,005904001,WINDTHORST H S,REGION 09: WICHITA FALLS,ARCHER,High School,09 - 12,No,No,135,30.4%,2.2%,A,94,A,92,B,85,B,85,B,81,A,100,,,Not Earned,Earned,Earned,Not Earned,Earned,Earned,Not Earned,013,013,069,069,030,030,ZONED SCHOOL-TRANSFERS ACCEPTED
005904,WINDTHORST ISD,005904041,WINDTHORST JH,REGION 09: WICHITA FALLS,ARCHER,Middle School,06 - 08,No,No,115,31.3%,4.3%,B,89,A,90,B,81,B,81,B,81,B,87,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Earned,013,013,069,069,030,030,ZONED SCHOOL-TRANSFERS ACCEPTED
005904,WINDTHORST ISD,005904101,WINDTHORST EL,REGION 09: WICHITA FALLS,ARCHER,Elementary,PK - 05,No,No,280,29.3%,7.9%,A,96,A,94,A,94,A,94,A,91,A,100,,,Not Earned,Earned,Earned,,Earned,Earned,Earned,013,013,069,069,030,030,ZONED SCHOOL-TRANSFERS ACCEPTED
006902,CLAUDE ISD,,,REGION 16: AMARILLO,ARMSTRONG,District,,No,No,307,36.2%,1.0%,A,94,A,91,B,85,B,85,B,81,A,100,,,,,,,,,,,,,,,,
006902,CLAUDE ISD,006902001,CLAUDE SCHOOLS,REGION 16: AMARILLO,ARMSTRONG,Elem/Secondary,PK - 12,No,No,307,36.2%,1.0%,A,94,A,91,B,85,B,85,B,81,A,100,,,Not Earned,Earned,Earned,Not Earned,Not Earned,Earned,Earned,013,013,088,086,031,031,ZONED SCHOOL-TRANSFERS ACCEPTED
007901,CHARLOTTE ISD,,,REGION 20: SAN ANTONIO,ATASCOSA,District,,No,No,397,68.5%,6.5%,B,83,B,84,B,86,Not Rated: Senate Bill 1365,60,B,86,C,77,,,,,,,,,Not Earned,,,,,,,
007901,CHARLOTTE ISD,007901001,CHARLOTTE H S,REGION 20: SAN ANTONIO,ATASCOSA,High School,09 - 12,No,No,126,67.5%,5.6%,B,87,B,87,B,85,B,83,B,85,B,87,,,Not Earned,Earned,Not Earned,Earned,Earned,Earned,Not Earned,028,028,031,080,019,019,ZONED SCHOOL-TRANSFERS ACCEPTED
007901,CHARLOTTE ISD,007901041,CHARLOTTE MIDDLE,REGION 20: SAN ANTONIO,ATASCOSA,Middle School,06 - 08,No,No,101,72.3%,9.9%,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,56,Not Rated: Senate Bill 1365,56,Not Rated: Senate Bill 1365,52,Not Rated: Senate Bill 1365,56,C,70,,Yes,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,028,028,031,080,019,019,ZONED SCHOOL-TRANSFERS ACCEPTED
007901,CHARLOTTE ISD,007901101,CHARLOTTE EL,REGION 20: SAN ANTONIO,ATASCOSA,Elementary,PK - 05,No,No,170,67.1%,5.3%,A,93,C,77,A,95,A,95,B,81,B,89,,,Not Earned,Earned,Not Earned,,Earned,Earned,Not Earned,028,028,031,080,019,019,ZONED SCHOOL-TRANSFERS ACCEPTED
007902,JOURDANTON ISD,,,REGION 20: SAN ANTONIO,ATASCOSA,District,,No,No,"1,569",55.3%,3.1%,A,90,B,82,A,91,A,91,B,82,B,86,,,,,,,,,Not Earned,,,,,,,
007902,JOURDANTON ISD,007902001,JOURDANTON H S,REGION 20: SAN ANTONIO,ATASCOSA,High School,09 - 12,No,No,437,46.7%,1.8%,B,86,B,86,B,87,B,87,B,81,B,83,,,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,028,028,031,080,019,024,ZONED SCHOOL-TRANSFERS ACCEPTED
007902,JOURDANTON ISD,007902004,THE LARRY BROWN SCHOOL,REGION 20: SAN ANTONIO,ATASCOSA,High School,10 - 10,No,No,1,0.0%,0.0%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,,,,,,,,,,028,028,031,080,019,024,SPECIAL ASSIGNMENT SCHOOL
007902,JOURDANTON ISD,007902005,ATASCOSA COUNTY JUVENILE JUSTICE CENTER,REGION 20: SAN ANTONIO,ATASCOSA,High School,08 - 10,Yes,No,5,20.0%,0.0%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,,,,,,,,,,028,028,031,080,019,024,SPECIAL ASSIGNMENT SCHOOL
007902,JOURDANTON ISD,007902006,JOURDANTON DAEP,REGION 20: SAN ANTONIO,ATASCOSA,Elem/Secondary,06 - 12,No,No,10,50.0%,0.0%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,,,,,,,,,,028,028,031,080,019,024,SPECIAL ASSIGNMENT SCHOOL
007902,JOURDANTON ISD,007902041,JOURDANTON J H,REGION 20: SAN ANTONIO,ATASCOSA,Middle School,06 - 08,No,No,379,56.2%,4.2%,A,93,B,85,A,91,A,91,B,88,A,98,,,Earned,Earned,Earned,Not Earned,Earned,Earned,Earned,028,028,031,080,019,024,ZONED SCHOOL-TRANSFERS ACCEPTED
007902,JOURDANTON ISD,007902101,JOURDANTON EL,REGION 20: SAN ANTONIO,ATASCOSA,Elementary,02 - 05,No,No,435,54.9%,3.0%,C,79,C,78,B,80,C,75,B,80,C,76,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,028,028,031,080,019,024,ZONED SCHOOL-TRANSFERS ACCEPTED
007902,JOURDANTON ISD,007902102,JOURDANTON ECC,REGION 20: SAN ANTONIO,ATASCOSA,Elementary,EE - 01,No,No,302,68.2%,3.6%,C,79,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,,,,,,,,,,028,028,031,080,019,024,ZONED SCHOOL-TRANSFERS ACCEPTED
007904,LYTLE ISD,,,REGION 20: SAN ANTONIO,ATASCOSA,District,,No,No,"1,740",74.0%,14.7%,B,86,C,78,A,91,C,79,A,91,C,74,,,,,,,,,Not Earned,,,,,,,
007904,LYTLE ISD,007904001,LYTLE H S,REGION 20: SAN ANTONIO,ATASCOSA,High School,09 - 12,No,No,486,69.5%,11.1%,B,83,B,80,B,87,Not Rated: Senate Bill 1365,63,B,87,C,72,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,023,023,053,053,019,024,ZONED SCHOOL-TRANSFERS ACCEPTED
007904,LYTLE ISD,007904002,LYTLE DAEP,REGION 20: SAN ANTONIO,ATASCOSA,Elem/Secondary,06 - 11,No,No,6,83.3%,16.7%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,,,,,,,,,,028,028,031,080,019,024,SPECIAL ASSIGNMENT SCHOOL
007904,LYTLE ISD,007904041,LYTLE J H,REGION 20: SAN ANTONIO,ATASCOSA,Middle School,06 - 08,No,No,395,73.9%,15.9%,C,75,Not Rated: Senate Bill 1365,67,C,77,C,77,C,70,C,71,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,023,023,053,053,019,024,ZONED SCHOOL-TRANSFERS ACCEPTED
007904,LYTLE ISD,007904101,LYTLE EL,REGION 20: SAN ANTONIO,ATASCOSA,Elementary,02 - 05,No,No,505,75.4%,16.0%,C,72,Not Rated: Senate Bill 1365,57,C,74,C,74,Not Rated: Senate Bill 1365,57,Not Rated: Senate Bill 1365,66,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,028,028,031,080,019,024,ZONED SCHOOL-TRANSFERS ACCEPTED
007904,LYTLE ISD,007904103,LYTLE PRIMARY SCHOOL,REGION 20: SAN ANTONIO,ATASCOSA,Elementary,EE - 01,No,No,348,78.2%,16.1%,C,72,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,,,,,,,,,,028,028,031,080,019,024,ZONED SCHOOL-TRANSFERS ACCEPTED
007905,PLEASANTON ISD,,,REGION 20: SAN ANTONIO,ATASCOSA,District,,No,No,"3,374",66.1%,5.2%,B,89,B,86,A,90,B,87,A,90,B,86,,,,,,,,,Not Earned,,,,,,,
007905,PLEASANTON ISD,007905001,PLEASANTON H S,REGION 20: SAN ANTONIO,ATASCOSA,High School,09 - 12,No,No,953,57.2%,4.2%,B,88,B,86,B,87,B,81,B,87,B,89,,,Earned,Earned,Not Earned,Not Earned,Earned,Earned,Earned,028,028,031,080,019,024,ZONED SCHOOL-TRANSFERS ACCEPTED
007905,PLEASANTON ISD,007905004,ATASCOSA CO ALTER,REGION 20: SAN ANTONIO,ATASCOSA,High School,09 - 11,No,No,6,33.3%,0.0%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,,,,,,,,,,028,028,031,080,019,024,SPECIAL ASSIGNMENT SCHOOL
007905,PLEASANTON ISD,007905005,PLEASANTON ISD SCHOOL OF CHOICE,REGION 20: SAN ANTONIO,ATASCOSA,High School,10 - 12,Yes,No,11,81.8%,0.0%,B,82,C,77,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,,,,,,,,,,028,028,031,080,019,024,ZONED SCHOOL- NO TRANSFERS ACCEPTED
007905,PLEASANTON ISD,007905041,PLEASANTON J H,REGION 20: SAN ANTONIO,ATASCOSA,Middle School,06 - 08,No,No,757,64.1%,5.8%,B,83,C,77,B,85,B,85,B,82,C,79,Targeted Support,,Not Earned,Not Earned,Earned,Not Earned,Earned,Earned,Earned,028,028,031,080,019,024,ZONED SCHOOL-TRANSFERS ACCEPTED
007905,PLEASANTON ISD,007905103,PLEASANTON EL,REGION 20: SAN ANTONIO,ATASCOSA,Elementary,02 - 05,No,No,968,68.4%,6.0%,C,76,C,72,C,77,C,77,C,75,C,74,Comprehensive Progress,,Not Earned,Not Earned,Earned,,Not Earned,Not Earned,Not Earned,028,028,031,080,019,024,ZONED SCHOOL-TRANSFERS ACCEPTED
007905,PLEASANTON ISD,007905105,PLEASANTON PRI,REGION 20: SAN ANTONIO,ATASCOSA,Elementary,EE - 01,No,No,679,77.5%,5.0%,C,76,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,,,,,,,,,,028,028,031,080,019,024,ZONED SCHOOL-TRANSFERS ACCEPTED
007906,POTEET ISD,,,REGION 20: SAN ANTONIO,ATASCOSA,District,,No,No,"1,676",71.7%,8.1%,C,72,C,72,C,76,C,76,C,72,Not Rated: Senate Bill 1365,63,,,,,,,,,Not Earned,,,,,,,
007906,POTEET ISD,007906001,POTEET H S,REGION 20: SAN ANTONIO,ATASCOSA,High School,09 - 12,No,No,490,69.8%,4.5%,C,70,C,72,C,71,Not Rated: Senate Bill 1365,63,C,71,Not Rated: Senate Bill 1365,66,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,028,028,031,080,019,024,ZONED SCHOOL-TRANSFERS ACCEPTED
007906,POTEET ISD,007906041,POTEET J H,REGION 20: SAN ANTONIO,ATASCOSA,Middle School,06 - 08,No,No,386,71.2%,10.9%,C,71,Not Rated: Senate Bill 1365,64,C,70,C,70,Not Rated: Senate Bill 1365,66,C,72,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,028,028,031,080,019,024,ZONED SCHOOL-TRANSFERS ACCEPTED
007906,POTEET ISD,007906101,POTEET EL,REGION 20: SAN ANTONIO,ATASCOSA,Elementary,EE - 03,No,No,564,75.0%,8.5%,Not Rated: Senate Bill 1365,44,Not Rated: Senate Bill 1365,50,Not Rated: Senate Bill 1365,50,Not Rated,        .,Not Rated: Senate Bill 1365,50,Not Rated: Senate Bill 1365,30,Comprehensive Identified,Yes,Not Earned,Not Earned,,,,Not Earned,Not Earned,028,028,031,080,019,024,ZONED SCHOOL-TRANSFERS ACCEPTED
007906,POTEET ISD,007906102,POTEET INT,REGION 20: SAN ANTONIO,ATASCOSA,Elementary,04 - 05,No,No,236,68.6%,9.7%,B,80,Not Rated: Senate Bill 1365,67,B,82,B,82,Not Rated: Senate Bill 1365,66,C,75,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,028,028,031,080,019,024,ZONED SCHOOL-TRANSFERS ACCEPTED
008901,BELLVILLE ISD,,,REGION 06: HUNTSVILLE,AUSTIN,District,,No,No,"2,191",45.3%,9.7%,C,78,B,80,C,71,C,70,C,71,C,74,,,,,,,,,Not Earned,,,,,,,
008901,BELLVILLE ISD,008901001,BELLVILLE H S,REGION 06: HUNTSVILLE,AUSTIN,High School,09 - 12,No,No,681,37.3%,5.9%,C,79,B,81,C,71,Not Rated: Senate Bill 1365,66,C,71,C,74,,,Earned,Earned,Earned,Not Earned,Not Earned,Not Earned,Not Earned,010,010,013,085,018,018,ZONED SCHOOL-TRANSFERS ACCEPTED
008901,BELLVILLE ISD,008901041,BELLVILLE J H,REGION 06: HUNTSVILLE,AUSTIN,Middle School,06 - 08,No,No,544,45.8%,9.0%,C,74,C,75,C,75,C,75,Not Rated: Senate Bill 1365,66,C,73,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,010,010,013,085,018,018,ZONED SCHOOL-TRANSFERS ACCEPTED
008901,BELLVILLE ISD,008901101,O'BRYANT PRI,REGION 06: HUNTSVILLE,AUSTIN,Elementary,EE - 03,No,No,541,54.9%,14.6%,Not Rated: Senate Bill 1365,65,C,70,Not Rated: Senate Bill 1365,60,Not Rated,        .,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,54,Comprehensive Identified,,Not Earned,Not Earned,,,,Not Earned,Not Earned,010,010,013,085,018,018,ZONED SCHOOL-TRANSFERS ACCEPTED
008901,BELLVILLE ISD,008901102,O'BRYANT INT,REGION 06: HUNTSVILLE,AUSTIN,Elementary,04 - 05,No,No,261,51.0%,13.8%,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,57,Not Rated: Senate Bill 1365,66,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,010,010,013,085,018,018,ZONED SCHOOL-TRANSFERS ACCEPTED
008901,BELLVILLE ISD,008901105,WEST END EL,REGION 06: HUNTSVILLE,AUSTIN,Elementary,KG - 05,No,No,164,36.0%,4.9%,C,79,B,80,B,80,B,80,C,70,C,78,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,010,010,013,085,018,018,ZONED SCHOOL-TRANSFERS ACCEPTED
008902,SEALY ISD,,,REGION 06: HUNTSVILLE,AUSTIN,District,,No,No,"2,814",60.3%,16.9%,B,81,B,81,B,82,C,73,B,82,B,80,,,,,,,,,Not Earned,,,,,,,
008902,SEALY ISD,008902001,SEALY H S,REGION 06: HUNTSVILLE,AUSTIN,High School,09 - 12,No,No,838,55.1%,11.5%,B,82,B,82,B,83,B,83,B,81,B,80,,,Not Earned,Earned,Earned,Earned,Earned,Not Earned,Not Earned,010,010,013,085,018,018,ZONED SCHOOL-TRANSFERS ACCEPTED
008902,SEALY ISD,008902041,SEALY J H,REGION 06: HUNTSVILLE,AUSTIN,Middle School,06 - 08,No,No,683,60.6%,15.2%,C,72,C,74,C,75,Not Rated: Senate Bill 1365,59,C,75,Not Rated: Senate Bill 1365,66,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,010,010,013,085,018,018,ZONED SCHOOL-TRANSFERS ACCEPTED
008902,SEALY ISD,008902102,SELMAN EL,REGION 06: HUNTSVILLE,AUSTIN,Elementary,EE - 05,No,No,627,65.2%,20.6%,Not Rated: Senate Bill 1365,66,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,63,Comprehensive Identified,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,010,010,013,085,018,018,ZONED SCHOOL-TRANSFERS ACCEPTED
008902,SEALY ISD,008902104,SEALY EL,REGION 06: HUNTSVILLE,AUSTIN,Elementary,EE - 05,No,No,666,61.7%,21.9%,B,89,B,85,A,92,A,92,B,86,B,82,,,Not Earned,Not Earned,Not Earned,,Earned,Not Earned,Not Earned,010,010,013,085,018,018,ZONED SCHOOL-TRANSFERS ACCEPTED
008903,BRAZOS ISD,,,REGION 06: HUNTSVILLE,AUSTIN,District,,No,No,766,58.4%,16.8%,B,87,B,80,B,89,B,89,C,76,B,82,,,,,,,,,Not Earned,,,,,,,
008903,BRAZOS ISD,008903001,BRAZOS H S,REGION 06: HUNTSVILLE,AUSTIN,High School,09 - 12,No,No,267,46.8%,8.2%,B,80,B,80,C,72,Not Rated: Senate Bill 1365,62,C,72,C,79,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,010,010,013,085,018,018,ZONED SCHOOL-TRANSFERS ACCEPTED
008903,BRAZOS ISD,008903041,BRAZOS MIDDLE,REGION 06: HUNTSVILLE,AUSTIN,Middle School,06 - 08,No,No,197,61.9%,17.8%,A,90,B,84,B,89,B,88,B,89,A,93,,,Not Earned,Not Earned,Not Earned,Earned,Earned,Earned,Earned,010,010,013,085,018,018,ZONED SCHOOL-TRANSFERS ACCEPTED
008903,BRAZOS ISD,008903102,BRAZOS EL,REGION 06: HUNTSVILLE,AUSTIN,Elementary,EE - 05,No,No,302,66.2%,23.8%,B,87,C,78,B,88,B,88,B,83,B,83,,,Not Earned,Not Earned,Earned,,Not Earned,Earned,Earned,022,022,028,028,018,018,ZONED SCHOOL-TRANSFERS ACCEPTED
009901,MULESHOE ISD,,,REGION 17: LUBBOCK,BAILEY,District,,No,No,"1,347",87.6%,30.5%,A,90,B,89,A,94,C,73,A,94,B,80,,,,,,,,,Not Earned,,,,,,,
009901,MULESHOE ISD,009901001,MULESHOE H S,REGION 17: LUBBOCK,BAILEY,High School,09 - 12,No,No,370,83.2%,13.0%,A,93,A,92,A,94,A,91,A,94,A,92,,,Earned,Earned,Earned,Not Earned,Earned,Earned,Earned,019,019,088,088,031,031,ZONED SCHOOL-TRANSFERS ACCEPTED
009901,MULESHOE ISD,009901041,WATSON J H,REGION 17: LUBBOCK,BAILEY,Middle School,06 - 08,No,No,301,90.4%,32.9%,C,74,Not Rated: Senate Bill 1365,64,C,75,Not Rated: Senate Bill 1365,57,C,75,C,71,Targeted Support,,Not Earned,Not Earned,Earned,Earned,Not Earned,Not Earned,Not Earned,019,019,088,088,031,031,ZONED SCHOOL-TRANSFERS ACCEPTED
009901,MULESHOE ISD,009901101,MARY DESHAZO EL,REGION 17: LUBBOCK,BAILEY,Elementary,03 - 05,No,No,291,86.9%,40.9%,C,77,C,72,B,80,B,80,C,79,C,71,Targeted Support,,Not Earned,Not Earned,Earned,,Not Earned,Not Earned,Not Earned,019,019,088,088,031,031,ZONED SCHOOL-TRANSFERS ACCEPTED
009901,MULESHOE ISD,009901103,DILLMAN EL,REGION 17: LUBBOCK,BAILEY,Elementary,EE - 02,No,No,385,90.1%,37.7%,C,77,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,,,,,,,,,,019,019,088,088,031,031,ZONED SCHOOL-TRANSFERS ACCEPTED
010901,MEDINA ISD,,,REGION 20: SAN ANTONIO,BANDERA,District,,No,No,265,57.0%,1.5%,C,76,C,78,C,76,C,76,C,75,C,72,,,,,,,,,,,,,,,,
010901,MEDINA ISD,010901001,MEDINA SCHOOL,REGION 20: SAN ANTONIO,BANDERA,Elem/Secondary,PK - 12,No,No,265,57.0%,1.5%,C,76,C,78,C,76,C,76,C,75,C,72,,,Not Earned,Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,021,021,053,053,024,024,ZONED SCHOOL-TRANSFERS ACCEPTED
010902,BANDERA ISD,,,REGION 20: SAN ANTONIO,BANDERA,District,,No,No,"2,301",48.0%,5.3%,Not Rated: Senate Bill 1365,68,Not Rated: Senate Bill 1365,68,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,67,,,,,,,,,Not Earned,,,,,,,
010902,BANDERA ISD,010902001,BANDERA H S,REGION 20: SAN ANTONIO,BANDERA,High School,09 - 12,No,No,681,38.6%,4.0%,Not Rated: Senate Bill 1365,56,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,57,Not Rated: Senate Bill 1365,55,Not Rated: Senate Bill 1365,57,Not Rated: Senate Bill 1365,30,Targeted Support,Yes,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,021,021,053,053,024,024,ZONED SCHOOL-TRANSFERS ACCEPTED
