DISTRICT ACCOUNTABILITY RATINGS,TOTAL STUDENTS_y,ATTENDANCE RATE (2020-21),4-YR LONGITUDINAL GRADUATION RATE (CLASS OF 2021) DISTRICT EXCL,STAAR: % ELA/READING AT APPROACHES GRADE LEVEL STANDARD OR ABOVE_y,STAAR: % ELA/READING AT MEETS GRADE LEVEL STANDARD OR ABOVE_y,STAAR: % ELA/READING AT MASTERS GRADE LEVEL STANDARD_y,STAAR: % MATHEMATICS AT APPROACHES GRADE LEVEL STANDARD OR ABOVE_y,STAAR: % MATHEMATICS AT MEETS GRADE LEVEL STANDARD OR ABOVE_y,STAAR: % MATHEMATICS AT MASTERS GRADE LEVEL STANDARD_y,COLLEGE ADMISSIONS: % TESTED (2020-2021),COLLEGE ADMISSIONS: % AT/ABOVE CRITERION (2020-2021),Change in STAAR: % ALL SUBJECTS AT MASTERS GRADE LEVEL STANDARD,Change in STAAR: % ALL SUBJECTS AT MEETS GRADE LEVEL STANDARD OR ABOVE,Change in STAAR: % ALL SUBJECTS AT APPROACHES GRADE LEVEL STANDARD OR ABOVE
B,323,94.8,100.0,71.0,43.0,20.0,64.0,22.0,8.0,28.6,-1.0,0.0,0.0,0.0
B,529,95.0,97.4,80.0,52.0,18.0,81.0,43.0,14.0,91.9,32.4,0.0,0.0,0.0
B,655,94.9,97.3,77.0,54.0,25.0,78.0,45.0,22.0,71.8,10.7,6.0,-1.0,-4.0
B,529,95.0,97.4,80.0,52.0,18.0,81.0,43.0,14.0,91.9,32.4,-6.0,1.0,4.0
B,655,94.9,97.3,77.0,54.0,25.0,78.0,45.0,22.0,71.8,10.7,0.0,0.0,0.0
C,244,95.0,100.0,66.0,38.0,11.0,55.0,24.0,10.0,37.5,16.7,0.0,0.0,0.0
A,817,96.1,98.3,77.0,51.0,22.0,74.0,39.0,16.0,57.6,14.7,0.0,0.0,0.0
B,219,96.3,100.0,62.0,35.0,11.0,48.0,17.0,7.0,35.3,16.7,0.0,0.0,0.0
B,4013,95.3,87.3,72.0,48.0,22.0,75.0,44.0,21.0,84.1,23.3,0.0,0.0,0.0
B,1213,94.7,96.6,84.0,56.0,24.0,85.0,50.0,20.0,59.6,38.2,0.0,0.0,0.0
B,30748,91.9,92.2,76.0,51.0,23.0,77.0,45.0,20.0,95.8,23.8,0.0,0.0,0.0
B,1340,92.7,89.7,73.0,46.0,18.0,72.0,37.0,14.0,98.9,7.0,0.0,0.0,0.0
A,1546,96.0,99.2,88.0,71.0,39.0,88.0,58.0,29.0,84.3,32.4,0.0,0.0,0.0
B,270,94.9,96.0,75.0,47.0,21.0,67.0,31.0,13.0,33.3,25.0,0.0,0.0,0.0
B,1046,90.7,87.5,68.0,42.0,14.0,72.0,40.0,16.0,75.6,19.1,0.0,0.0,0.0
C,1727,94.8,94.6,72.0,43.0,16.0,63.0,24.0,7.0,59.8,23.4,0.0,0.0,0.0
A,10659,94.7,96.2,86.0,65.0,34.0,88.0,60.0,30.0,94.9,22.4,0.0,0.0,0.0
B,812,94.0,95.7,72.0,49.0,23.0,69.0,36.0,12.0,92.6,6.3,0.0,0.0,0.0
Not Rated: Senate Bill 1365,202,86.3,50.0,56.0,29.0,4.0,34.0,12.0,3.0,12.5,-1.0,0.0,0.0,0.0
B,328,96.5,80.0,78.0,49.0,22.0,73.0,40.0,18.0,46.2,16.7,0.0,0.0,0.0
A,358,95.7,100.0,83.0,64.0,27.0,86.0,59.0,30.0,47.8,27.3,0.0,0.0,0.0
A,684,93.9,97.6,82.0,57.0,26.0,87.0,57.0,28.0,64.3,22.2,0.0,0.0,0.0
C,522,93.1,94.3,61.0,32.0,11.0,45.0,19.0,4.0,70.6,4.2,0.0,0.0,0.0
B,528,95.4,100.0,68.0,43.0,17.0,79.0,45.0,21.0,69.2,3.7,0.0,0.0,0.0
B,2671,92.0,90.3,68.0,38.0,14.0,67.0,31.0,12.0,63.0,11.5,0.0,0.0,0.0
B,148,94.8,100.0,71.0,42.0,15.0,57.0,16.0,6.0,90.9,5.0,0.0,0.0,0.0
B,131,93.7,100.0,79.0,48.0,18.0,81.0,41.0,21.0,83.3,40.0,0.0,0.0,0.0
B,437,94.0,95.7,76.0,53.0,22.0,70.0,37.0,16.0,52.0,30.8,0.0,0.0,0.0
B,689,93.7,100.0,72.0,47.0,20.0,75.0,37.0,13.0,54.3,24.0,0.0,0.0,0.0
A,196,96.2,100.0,95.0,64.0,30.0,90.0,53.0,29.0,100.0,0.0,0.0,0.0,0.0
B,496,95.3,93.5,86.0,59.0,27.0,85.0,45.0,18.0,90.3,28.6,0.0,0.0,0.0
B,142,95.0,90.9,60.0,28.0,4.0,56.0,18.0,5.0,41.7,0.0,0.0,0.0,0.0
A,1347,96.5,96.5,91.0,73.0,41.0,96.0,73.0,39.0,68.7,43.9,0.0,0.0,0.0
B,737,93.1,84.3,50.0,27.0,11.0,49.0,15.0,5.0,84.1,2.7,0.0,0.0,0.0
B,611,97.8,100.0,96.0,87.0,53.0,95.0,70.0,36.0,12.9,-1.0,0.0,0.0,0.0
A,17818,97.1,99.0,87.0,68.0,35.0,86.0,61.0,33.0,57.2,60.4,0.0,0.0,0.0
A,7610,97.2,95.7,78.0,54.0,26.0,80.0,48.0,23.0,80.8,25.5,0.0,0.0,0.0
C,837,93.0,95.8,77.0,52.0,22.0,68.0,35.0,13.0,44.1,20.0,0.0,0.0,0.0
A,486,96.1,100.0,90.0,72.0,35.0,92.0,77.0,48.0,93.5,51.7,0.0,0.0,0.0
A,552,95.0,100.0,74.0,48.0,25.0,71.0,38.0,18.0,55.3,23.8,0.0,0.0,0.0
A,141,96.6,100.0,81.0,48.0,18.0,73.0,42.0,23.0,71.4,0.0,0.0,0.0,0.0
Not Rated: Senate Bill 1365,3410,95.6,92.5,64.0,39.0,16.0,58.0,28.0,11.0,63.6,15.8,0.0,0.0,0.0
A,156,97.1,92.3,80.0,52.0,14.0,87.0,64.0,28.0,50.0,0.0,0.0,0.0,0.0
A,244,94.6,100.0,87.0,60.0,19.0,75.0,41.0,21.0,0.0,,0.0,0.0,0.0
B,467,94.8,88.5,81.0,53.0,24.0,76.0,34.0,18.0,100.0,0.0,0.0,0.0,0.0
B,473,95.6,100.0,79.0,48.0,23.0,74.0,40.0,14.0,17.2,20.0,0.0,0.0,0.0
B,1470,96.0,99.2,82.0,56.0,23.0,82.0,51.0,23.0,34.5,17.5,0.0,0.0,0.0
B,607,95.1,97.8,79.0,50.0,20.0,77.0,38.0,15.0,7.1,-1.0,0.0,0.0,0.0
B,1038,95.6,100.0,77.0,54.0,23.0,78.0,40.0,14.0,41.8,25.0,0.0,0.0,0.0
B,901,94.1,88.9,78.0,52.0,25.0,81.0,44.0,17.0,27.1,31.3,0.0,0.0,0.0
B,559,92.7,100.0,69.0,44.0,16.0,70.0,29.0,11.0,75.0,25.9,0.0,0.0,0.0
C,662,92.7,96.6,50.0,29.0,10.0,46.0,15.0,8.0,27.8,13.3,0.0,0.0,0.0
A,365,94.2,100.0,82.0,54.0,25.0,82.0,56.0,27.0,52.6,60.0,0.0,0.0,0.0
Not Rated: Senate Bill 1365,1586,90.4,92.5,64.0,40.0,15.0,58.0,23.0,9.0,30.3,30.0,0.0,0.0,0.0
B,1909,92.9,94.6,62.0,36.0,14.0,66.0,32.0,12.0,44.7,23.6,0.0,0.0,0.0
C,1674,93.5,98.1,75.0,46.0,19.0,62.0,26.0,10.0,16.7,41.2,0.0,0.0,0.0
B,4717,93.9,94.3,78.0,55.0,26.0,76.0,45.0,23.0,88.1,28.6,0.0,0.0,0.0
B,1998,95.2,98.6,80.0,57.0,26.0,80.0,47.0,21.0,79.1,9.1,0.0,0.0,0.0
B,1441,92.5,93.0,78.0,51.0,22.0,76.0,42.0,16.0,77.9,14.9,0.0,0.0,0.0
B,837,92.1,100.0,74.0,47.0,18.0,66.0,31.0,11.0,12.9,25.0,0.0,0.0,0.0
A,2027,95.1,98.5,74.0,47.0,21.0,71.0,38.0,16.0,56.4,13.3,0.0,0.0,0.0
B,888,91.6,94.7,61.0,34.0,13.0,62.0,30.0,11.0,88.7,2.1,0.0,0.0,0.0
B,730,94.5,100.0,79.0,51.0,22.0,74.0,38.0,18.0,93.8,17.8,0.0,0.0,0.0
B,120,95.4,100.0,71.0,39.0,17.0,77.0,31.0,8.0,0.0,,0.0,0.0,0.0
B,126,97.3,84.6,85.0,68.0,33.0,77.0,34.0,14.0,80.0,50.0,0.0,0.0,0.0
A,499,95.8,97.4,83.0,53.0,21.0,84.0,48.0,24.0,71.8,50.0,0.0,0.0,0.0
C,258,94.6,100.0,61.0,42.0,17.0,44.0,17.0,4.0,47.1,0.0,0.0,0.0,0.0
B,2551,92.6,93.9,66.0,39.0,16.0,70.0,37.0,18.0,29.9,18.6,0.0,0.0,0.0
A,275,98.1,100.0,92.0,79.0,39.0,93.0,70.0,43.0,100.0,7.7,0.0,0.0,0.0
B,510,96.2,94.6,81.0,55.0,22.0,75.0,41.0,17.0,71.4,48.0,0.0,0.0,0.0
C,114,89.5,100.0,54.0,36.0,15.0,41.0,14.0,3.0,0.0,,0.0,0.0,0.0
A,2518,94.5,98.8,78.0,49.0,18.0,79.0,41.0,17.0,70.6,9.2,0.0,0.0,0.0
A,681,94.7,95.5,85.0,62.0,26.0,87.0,51.0,20.0,76.2,12.5,0.0,0.0,0.0
A,773,95.4,100.0,86.0,60.0,27.0,86.0,53.0,28.0,50.9,34.5,0.0,0.0,0.0
A,472,95.3,100.0,70.0,48.0,17.0,78.0,43.0,21.0,35.0,28.6,0.0,0.0,0.0
B,643,94.8,97.8,67.0,38.0,14.0,71.0,25.0,7.0,64.4,17.2,0.0,0.0,0.0
C,68,95.4,,74.0,43.0,26.0,54.0,26.0,11.0,,,0.0,0.0,0.0
A,108,96.7,,89.0,66.0,31.0,86.0,60.0,31.0,,,0.0,0.0,0.0
B,579,96.0,95.3,79.0,61.0,27.0,73.0,38.0,19.0,58.5,12.5,0.0,0.0,0.0
B,1926,94.4,93.0,75.0,47.0,22.0,68.0,31.0,11.0,57.8,33.3,0.0,0.0,0.0
A,853,97.7,97.9,93.0,79.0,49.0,86.0,63.0,32.0,26.1,58.3,0.0,0.0,0.0
B,923,95.4,100.0,75.0,53.0,26.0,75.0,39.0,12.0,43.9,40.0,0.0,0.0,0.0
A,2788,95.5,98.0,90.0,72.0,38.0,89.0,63.0,34.0,69.2,36.7,0.0,0.0,0.0
A,4244,96.0,97.9,90.0,75.0,45.0,92.0,74.0,49.0,32.9,59.0,0.0,0.0,0.0
A,1050,93.8,100.0,85.0,65.0,35.0,84.0,54.0,26.0,25.8,31.3,0.0,0.0,0.0
B,18126,94.3,97.0,71.0,48.0,22.0,70.0,39.0,18.0,40.5,34.1,0.0,0.0,0.0
A,4896,93.6,93.5,88.0,70.0,37.0,90.0,67.0,38.0,36.4,60.2,0.0,0.0,0.0
B,3393,93.3,95.6,67.0,42.0,16.0,56.0,21.0,7.0,33.2,26.0,0.0,0.0,0.0
A,1042,95.4,100.0,88.0,64.0,29.0,89.0,58.0,27.0,52.4,47.7,15.0,27.0,24.0
B,3393,93.3,95.6,67.0,42.0,16.0,56.0,21.0,7.0,33.2,26.0,-15.0,-27.0,-24.0
A,1042,95.4,100.0,88.0,64.0,29.0,89.0,58.0,27.0,52.4,47.7,0.0,0.0,0.0
B,1077,93.5,92.1,75.0,52.0,24.0,69.0,39.0,17.0,100.0,5.3,0.0,0.0,0.0
B,182,90.8,66.7,54.0,31.0,0.0,50.0,10.0,10.0,0.0,,0.0,0.0,0.0
A,1982,95.8,97.2,89.0,68.0,34.0,82.0,48.0,21.0,72.1,40.6,0.0,0.0,0.0
A,9007,97.9,97.8,64.0,39.0,15.0,64.0,31.0,13.0,13.7,26.3,0.0,0.0,0.0
B,190,99.1,100.0,76.0,47.0,18.0,71.0,25.0,6.0,50.0,20.0,0.0,0.0,0.0
A,5621,95.9,92.1,72.0,50.0,24.0,78.0,48.0,25.0,39.6,15.2,0.0,0.0,0.0
B,1414,94.8,96.1,70.0,44.0,18.0,73.0,38.0,21.0,46.2,16.7,0.0,0.0,0.0
A,337,95.6,100.0,83.0,61.0,24.0,84.0,43.0,21.0,100.0,33.3,0.0,0.0,0.0
A,184,97.5,95.2,84.0,66.0,31.0,78.0,46.0,22.0,57.1,25.0,0.0,0.0,0.0
A,684,95.9,100.0,86.0,61.0,27.0,80.0,51.0,24.0,64.8,17.1,0.0,0.0,0.0
A,259,96.3,100.0,90.0,65.0,27.0,90.0,63.0,32.0,100.0,41.7,0.0,0.0,0.0
C,943,93.0,100.0,57.0,28.0,9.0,54.0,21.0,6.0,53.0,17.1,0.0,0.0,0.0
B,271,95.2,94.1,76.0,46.0,15.0,71.0,33.0,10.0,100.0,25.0,0.0,0.0,0.0
A,323,99.0,94.7,90.0,73.0,42.0,86.0,57.0,25.0,100.0,33.3,0.0,0.0,0.0
A,1526,98.8,,93.0,74.0,51.0,86.0,56.0,32.0,,,0.0,0.0,0.0
A,653,96.7,100.0,95.0,77.0,47.0,86.0,50.0,21.0,50.0,54.5,0.0,0.0,0.0
A,877,97.4,98.5,97.0,87.0,56.0,96.0,79.0,54.0,74.2,93.9,0.0,0.0,0.0
C,185,95.3,,83.0,56.0,34.0,53.0,22.0,3.0,,,0.0,0.0,0.0
B,293,97.6,,93.0,70.0,36.0,80.0,48.0,24.0,,,0.0,0.0,0.0
C,693,95.6,,71.0,40.0,23.0,55.0,25.0,11.0,,,0.0,0.0,0.0
B,3032,96.2,97.0,79.0,53.0,25.0,67.0,31.0,12.0,100.0,14.2,0.0,0.0,0.0
A,1431,95.9,97.5,80.0,54.0,27.0,68.0,32.0,12.0,100.0,34.2,0.0,0.0,0.0
B,55594,93.8,87.7,69.0,46.0,20.0,65.0,34.0,15.0,88.8,26.9,0.0,0.0,0.0
B,22447,95.7,91.0,76.0,53.0,25.0,75.0,44.0,21.0,60.7,43.6,0.0,0.0,0.0
B,5457,96.7,88.7,67.0,40.0,16.0,64.0,30.0,12.0,81.4,11.1,0.0,0.0,0.0
B,74326,92.8,85.7,62.0,38.0,14.0,56.0,25.0,10.0,91.7,18.3,0.0,0.0,0.0
A,13930,97.7,95.7,88.0,73.0,43.0,86.0,62.0,34.0,88.1,56.1,0.0,0.0,0.0
B,34336,95.2,93.4,84.0,65.0,31.0,81.0,53.0,27.0,74.6,53.7,0.0,0.0,0.0
B,35240,96.0,94.9,81.0,59.0,28.0,80.0,51.0,25.0,79.7,37.3,0.0,0.0,0.0
Not Rated: Senate Bill 1365,3632,91.7,92.9,56.0,29.0,9.0,45.0,16.0,6.0,38.3,20.0,0.0,0.0,0.0
B,16227,96.2,91.5,67.0,44.0,17.0,61.0,29.0,12.0,93.0,12.0,0.0,0.0,0.0
B,2836,98.1,97.0,73.0,51.0,21.0,70.0,34.0,13.0,72.0,37.7,0.0,0.0,0.0
B,6864,91.4,93.2,78.0,54.0,25.0,77.0,44.0,20.0,59.4,36.8,0.0,0.0,0.0
A,22814,97.4,97.7,84.0,64.0,33.0,86.0,60.0,32.0,35.3,57.9,0.0,0.0,0.0
B,3636,96.4,92.8,68.0,41.0,17.0,66.0,29.0,11.0,85.4,11.3,0.0,0.0,0.0
B,22381,95.6,96.3,79.0,56.0,25.0,73.0,40.0,17.0,38.8,39.7,0.0,0.0,0.0
A,8382,97.5,99.9,97.0,90.0,62.0,97.0,87.0,65.0,87.0,82.2,0.0,0.0,0.0
B,6981,93.4,91.4,74.0,51.0,24.0,71.0,38.0,17.0,89.9,19.9,0.0,0.0,0.0
B,15236,97.3,93.4,84.0,61.0,32.0,74.0,40.0,18.0,67.7,56.1,0.0,0.0,0.0
C,15274,94.1,94.1,67.0,43.0,18.0,64.0,31.0,13.0,83.4,15.8,0.0,0.0,0.0
B,1082,95.0,98.8,70.0,46.0,19.0,66.0,34.0,13.0,47.7,22.0,0.0,0.0,0.0
B,138,94.2,75.0,68.0,40.0,13.0,57.0,28.0,14.0,100.0,8.3,0.0,0.0,0.0
A,1576,96.2,100.0,89.0,72.0,31.0,88.0,58.0,28.0,87.1,40.7,0.0,0.0,0.0
A,133,95.8,100.0,85.0,61.0,33.0,81.0,45.0,28.0,50.0,-1.0,0.0,0.0,0.0
B,1640,94.6,97.1,56.0,33.0,11.0,58.0,26.0,9.0,82.5,13.6,0.0,0.0,0.0
B,270,96.2,100.0,72.0,43.0,16.0,59.0,30.0,14.0,100.0,11.8,0.0,0.0,0.0
A,284,96.2,100.0,84.0,57.0,24.0,83.0,55.0,28.0,93.3,21.4,0.0,0.0,0.0
B,156,96.4,100.0,67.0,35.0,10.0,44.0,18.0,2.0,100.0,0.0,0.0,0.0,0.0
B,160,97.3,100.0,77.0,57.0,18.0,76.0,45.0,22.0,41.7,0.0,0.0,0.0,0.0
B,5139,94.0,99.4,78.0,52.0,22.0,78.0,46.0,21.0,44.5,23.5,0.0,0.0,0.0
C,804,97.4,,76.0,50.0,22.0,73.0,40.0,20.0,,,0.0,0.0,0.0
B,3511,95.2,97.1,71.0,43.0,17.0,57.0,23.0,8.0,48.6,26.5,0.0,0.0,0.0
A,562,95.6,100.0,91.0,73.0,34.0,88.0,53.0,19.0,53.8,38.1,0.0,0.0,0.0
B,13798,91.4,89.7,64.0,41.0,18.0,58.0,28.0,10.0,65.8,27.9,0.0,0.0,0.0
B,350,96.3,93.8,80.0,52.0,18.0,76.0,40.0,12.0,50.0,50.0,0.0,0.0,0.0
A,1283,97.4,100.0,95.0,82.0,50.0,96.0,76.0,43.0,80.0,46.4,0.0,0.0,0.0
B,1132,95.2,100.0,67.0,44.0,17.0,70.0,36.0,15.0,83.3,10.0,0.0,0.0,0.0
B,277,95.7,92.3,86.0,63.0,32.0,76.0,36.0,18.0,33.3,-1.0,0.0,0.0,0.0
B,666,100.0,,93.0,80.0,25.0,75.0,43.0,20.0,51.4,86.5,0.0,0.0,0.0
B,1643,94.5,97.4,68.0,41.0,20.0,63.0,29.0,11.0,86.5,6.3,0.0,0.0,0.0
B,1422,96.0,90.5,85.0,66.0,36.0,79.0,44.0,23.0,67.2,64.1,0.0,0.0,0.0
B,392,96.5,,69.0,43.0,15.0,62.0,25.0,11.0,100.0,5.9,0.0,0.0,0.0
B,532,94.2,34.4,42.0,26.0,8.0,38.0,20.0,10.0,18.8,-1.0,0.0,0.0,0.0
A,354,99.0,93.1,97.0,89.0,56.0,96.0,79.0,51.0,73.1,84.2,0.0,0.0,0.0
B,4224,96.8,95.3,74.0,52.0,25.0,72.0,42.0,22.0,43.5,41.1,0.0,0.0,0.0
A,496,96.2,97.0,76.0,49.0,21.0,81.0,42.0,15.0,25.0,87.5,0.0,0.0,0.0
B,302,96.9,,82.0,63.0,41.0,73.0,49.0,27.0,,,0.0,0.0,0.0
B,32318,95.5,95.2,71.0,46.0,22.0,62.0,28.0,12.0,100.0,19.3,0.0,0.0,0.0
C,430,95.0,,86.0,64.0,40.0,59.0,23.0,9.0,,,0.0,0.0,0.0
B,1018,91.7,92.5,67.0,38.0,16.0,61.0,23.0,7.0,8.2,-1.0,0.0,0.0,0.0
B,2312,92.6,84.5,55.0,31.0,9.0,58.0,19.0,7.0,100.0,9.5,0.0,0.0,0.0
C,470,98.7,,79.0,56.0,34.0,67.0,31.0,16.0,,,0.0,0.0,0.0
Not Rated,844,75.1,26.4,51.0,31.0,3.0,45.0,14.0,0.0,0.0,,0.0,0.0,0.0
A,1378,98.0,,89.0,72.0,44.0,84.0,54.0,28.0,,,0.0,0.0,0.0
B,71883,95.2,96.3,75.0,57.0,31.0,70.0,42.0,22.0,92.6,44.8,0.0,0.0,0.0
B,25348,95.6,96.0,74.0,53.0,25.0,69.0,38.0,17.0,98.7,32.5,0.0,0.0,0.0
C,9029,93.1,92.3,63.0,38.0,13.0,48.0,20.0,8.0,77.2,11.0,0.0,0.0,0.0
A,7809,97.7,99.4,95.0,84.0,52.0,95.0,77.0,48.0,79.3,86.6,0.0,0.0,0.0
B,10853,96.5,94.4,59.0,35.0,12.0,56.0,25.0,10.0,84.2,13.5,0.0,0.0,0.0
B,1803,97.6,95.2,82.0,62.0,32.0,77.0,43.0,18.0,48.7,68.4,0.0,0.0,0.0
B,10953,97.2,94.6,88.0,71.0,37.0,86.0,60.0,33.0,83.0,71.2,0.0,0.0,0.0
B,741,95.0,100.0,83.0,60.0,28.0,78.0,49.0,24.0,47.5,44.8,0.0,0.0,0.0
C,1159,94.4,91.1,63.0,36.0,14.0,61.0,26.0,10.0,42.3,33.3,0.0,0.0,0.0
A,205,96.3,100.0,80.0,58.0,19.0,77.0,42.0,10.0,54.5,50.0,0.0,0.0,0.0
B,453,95.3,96.4,74.0,50.0,22.0,74.0,36.0,17.0,44.4,25.0,0.0,0.0,0.0
C,1263,93.5,96.3,67.0,40.0,17.0,57.0,23.0,7.0,69.1,16.1,0.0,0.0,0.0
B,1262,94.1,97.3,75.0,54.0,25.0,73.0,39.0,17.0,54.2,43.6,0.0,0.0,0.0
B,369,94.1,94.4,82.0,47.0,20.0,76.0,34.0,13.0,33.3,0.0,0.0,0.0,0.0
B,212,94.4,91.7,85.0,56.0,27.0,87.0,47.0,17.0,60.0,0.0,0.0,0.0,0.0
A,2676,93.3,88.7,76.0,51.0,23.0,79.0,50.0,25.0,66.5,11.0,0.0,0.0,0.0
B,861,93.0,95.9,76.0,49.0,20.0,63.0,25.0,9.0,47.1,15.2,0.0,0.0,0.0
B,284,93.8,100.0,80.0,50.0,21.0,73.0,32.0,14.0,28.6,30.0,0.0,0.0,0.0
B,1036,95.0,98.7,87.0,66.0,30.0,84.0,50.0,25.0,47.4,45.9,0.0,0.0,0.0
B,1214,93.7,98.5,89.0,67.0,34.0,85.0,52.0,22.0,46.3,29.0,0.0,0.0,0.0
A,701,95.9,94.7,88.0,68.0,34.0,86.0,60.0,32.0,31.0,33.3,0.0,0.0,0.0
B,521,93.7,100.0,72.0,41.0,19.0,65.0,30.0,11.0,96.4,14.8,0.0,0.0,0.0
B,312,95.9,100.0,76.0,45.0,16.0,87.0,52.0,27.0,58.3,21.4,0.0,0.0,0.0
A,412,95.3,97.0,92.0,72.0,39.0,92.0,63.0,35.0,96.9,67.7,0.0,0.0,0.0
B,393,93.7,94.7,75.0,46.0,19.0,71.0,34.0,14.0,61.1,22.7,0.0,0.0,0.0
B,4103,88.7,88.3,63.0,38.0,15.0,52.0,21.0,7.0,79.1,14.7,0.0,0.0,0.0
B,212,95.5,100.0,81.0,56.0,20.0,69.0,34.0,17.0,100.0,36.4,0.0,0.0,0.0
B,9851,92.6,84.5,71.0,47.0,18.0,71.0,37.0,15.0,24.0,34.5,0.0,0.0,0.0
A,240,96.1,100.0,90.0,68.0,30.0,79.0,43.0,20.0,100.0,12.5,0.0,0.0,0.0
Not Rated,75,99.9,65.4,71.0,57.0,0.0,50.0,17.0,8.0,6.7,-1.0,0.0,0.0,0.0
A,2273,96.4,96.7,87.0,64.0,33.0,85.0,50.0,22.0,43.8,48.4,0.0,0.0,0.0
B,1173,94.4,97.4,73.0,47.0,18.0,74.0,42.0,18.0,73.1,14.3,0.0,0.0,0.0
B,511,96.4,100.0,83.0,61.0,30.0,85.0,52.0,25.0,87.5,46.4,0.0,0.0,0.0
A,2366,95.8,96.1,79.0,56.0,25.0,80.0,48.0,23.0,77.3,21.8,0.0,0.0,0.0
C,2628,93.9,92.9,70.0,43.0,17.0,63.0,31.0,12.0,27.7,41.5,0.0,0.0,0.0
B,427,94.5,100.0,76.0,43.0,20.0,69.0,37.0,12.0,64.0,50.0,0.0,0.0,0.0
B,825,89.4,78.6,59.0,33.0,11.0,48.0,18.0,6.0,30.9,11.8,0.0,0.0,0.0
C,13253,93.3,97.2,65.0,42.0,19.0,58.0,28.0,12.0,38.3,30.1,0.0,0.0,0.0
A,136,96.7,,98.0,84.0,62.0,98.0,91.0,62.0,,,0.0,0.0,0.0
Not Rated,29,100.0,20.5,9.0,0.0,0.0,0.0,0.0,0.0,-1.0,,0.0,0.0,0.0
B,432,96.8,,91.0,72.0,42.0,90.0,64.0,32.0,,,0.0,0.0,0.0
B,994,96.4,93.2,80.0,59.0,28.0,81.0,45.0,18.0,40.0,46.4,0.0,0.0,0.0
C,15260,95.3,87.6,72.0,48.0,22.0,55.0,24.0,10.0,36.0,25.7,0.0,0.0,0.0
Not Rated: Senate Bill 1365,1584,91.7,83.3,49.0,27.0,9.0,43.0,16.0,6.0,42.9,13.3,0.0,0.0,0.0
B,8367,95.5,92.7,70.0,45.0,19.0,70.0,33.0,12.0,92.3,18.4,0.0,0.0,0.0
B,2572,93.9,91.5,59.0,34.0,14.0,63.0,30.0,11.0,23.2,21.2,0.0,0.0,0.0
B,2039,93.0,96.2,72.0,45.0,19.0,74.0,38.0,16.0,76.5,15.8,0.0,0.0,0.0
Not Rated: Senate Bill 1365,147,93.2,90.0,59.0,22.0,8.0,44.0,21.0,6.0,10.0,-1.0,0.0,0.0,0.0
B,4866,94.0,94.3,70.0,47.0,22.0,74.0,44.0,21.0,34.6,41.5,0.0,0.0,0.0
A,519,97.1,100.0,86.0,65.0,33.0,90.0,63.0,35.0,100.0,11.1,0.0,0.0,0.0
A,182,92.3,87.3,35.0,14.0,0.0,74.0,31.0,10.0,11.0,0.0,0.0,0.0,0.0
A,19716,97.8,96.2,68.0,42.0,19.0,72.0,39.0,18.0,84.2,10.0,0.0,0.0,0.0
A,39243,97.5,97.2,79.0,55.0,25.0,79.0,48.0,23.0,44.2,28.7,0.0,0.0,0.0
B,264,94.9,94.4,72.0,46.0,20.0,67.0,33.0,10.0,52.9,33.3,0.0,0.0,0.0
B,1141,95.7,98.8,72.0,47.0,23.0,76.0,41.0,14.0,26.8,31.8,0.0,0.0,0.0
A,954,96.4,100.0,88.0,66.0,28.0,88.0,57.0,29.0,50.0,29.7,0.0,0.0,0.0
B,3404,93.2,96.9,69.0,43.0,20.0,73.0,44.0,20.0,25.1,40.0,0.0,0.0,0.0
Not Rated: Senate Bill 1365,1960,91.1,91.1,55.0,32.0,11.0,50.0,23.0,10.0,34.9,27.3,0.0,0.0,0.0
B,518,94.8,96.6,78.0,48.0,21.0,79.0,37.0,16.0,35.5,18.2,0.0,0.0,0.0
C,381,93.9,96.3,74.0,45.0,20.0,68.0,31.0,12.0,92.0,8.7,0.0,0.0,0.0
A,406,96.8,96.9,88.0,63.0,27.0,91.0,57.0,21.0,74.2,13.0,0.0,0.0,0.0
B,137,98.1,-1.0,72.0,51.0,20.0,73.0,36.0,19.0,-1.0,-1.0,0.0,0.0,0.0
A,159,96.6,100.0,85.0,64.0,24.0,93.0,66.0,28.0,100.0,36.4,0.0,0.0,0.0
B,3307,95.2,91.7,68.0,42.0,17.0,71.0,39.0,17.0,88.4,26.3,0.0,0.0,0.0
B,454,95.5,91.7,73.0,47.0,17.0,73.0,42.0,20.0,45.8,45.5,0.0,0.0,0.0
A,1921,96.5,97.8,86.0,63.0,29.0,84.0,58.0,27.0,42.4,33.9,0.0,0.0,0.0
B,13371,94.9,96.7,66.0,42.0,17.0,66.0,33.0,14.0,34.1,44.6,0.0,0.0,0.0
B,1121,95.9,98.6,79.0,53.0,23.0,76.0,36.0,15.0,35.6,38.5,0.0,0.0,0.0
B,105,94.6,100.0,86.0,55.0,28.0,80.0,41.0,15.0,100.0,9.1,0.0,0.0,0.0
Not Rated: Senate Bill 1365,1862,93.5,95.0,61.0,34.0,11.0,61.0,28.0,11.0,47.8,27.3,0.0,0.0,0.0
B,327,94.1,100.0,78.0,52.0,19.0,64.0,26.0,8.0,28.6,16.7,0.0,0.0,0.0
A,1428,87.9,97.5,73.0,46.0,19.0,62.0,25.0,10.0,94.8,5.5,0.0,0.0,0.0
A,1959,94.4,89.0,80.0,55.0,24.0,82.0,50.0,24.0,82.0,1.8,0.0,0.0,0.0
